Incident ID,Date,State,City,Attack,Severity,Sector,Financial Loss,Affected Users,Source,Status
CR00260,21-05-2026,Bihar,Muzaffarpur,Malware,Critical,E-commerce,217867,7302,Organization,Investigating
CR00261,19-04-2025,Meghalaya,Shillong,Identity Theft,Medium,IT,1351793,15142,User Report,Investigating
CR00262,31-08-2024,Uttar Pradesh,Varanasi,Online Fraud,Critical,Corporate,1109848,6581,CERT-In,Resolved
CR00263,30-01-2024,Manipur,Imphal,Malware,High,Education,3427295,20084,User Report,Resolved
CR00264,20-03-2024,Uttar Pradesh,Lucknow,Online Fraud,Critical,E-commerce,2619468,42807,User Report,Open
CR00265,10-08-2024,Lakshadweep,Kavaratti,Malware,Low,Education,2351123,46704,CERT-In,Open
CR00266,20-07-2025,Lakshadweep,Kavaratti,DDoS,Low,Corporate,1565719,35000,CERT-In,Open
CR00267,06-05-2026,Himachal Pradesh,Dharamshala,Online Fraud,Medium,Healthcare,4858419,40590,CERT-In,Investigating
CR00268,01-10-2025,Tamil Nadu,Chennai,Data Breach,High,Personal,1443355,30608,CERT-In,Investigating
CR00269,03-01-2024,Punjab,Chandigarh,Online Fraud,Critical,Healthcare,945682,38302,Organization,Resolved
CR00270,13-03-2026,Uttarakhand,Haridwar,Online Fraud,Medium,E-commerce,1055688,47579,User Report,Open
CR00271,11-05-2024,Goa,Margao,Ransomware,Medium,Corporate,4766053,36434,News,Resolved
CR00272,29-01-2025,Andhra Pradesh,Vijayawada,Identity Theft,Low,Banking,647340,39828,CERT-In,Investigating
CR00273,11-03-2025,Karnataka,Mysuru,Phishing,Critical,Education,4475442,16253,CERT-In,Open
CR00274,21-11-2024,Andaman and Nicobar Islands,Port Blair,Malware,Critical,Healthcare,3562755,47796,User Report,Open
CR00275,10-03-2025,Punjab,Amritsar,Phishing,Low,E-commerce,4359422,2575,CERT-In,Open
CR00276,04-04-2024,Ladakh,Leh,DDoS,High,Healthcare,3933309,29908,News,Investigating
CR00277,10-10-2024,Arunachal Pradesh,Naharlagun,Data Breach,Medium,Banking,3432771,26442,Organization,Investigating
CR00278,14-03-2024,Haryana,Faridabad,Phishing,Critical,E-commerce,745519,47001,User Report,Investigating
CR00279,05-01-2025,Madhya Pradesh,Indore,Data Breach,Low,E-commerce,4182803,44254,CERT-In,Investigating
CR00280,20-12-2025,Uttarakhand,Haridwar,Online Fraud,High,IT,567385,26204,CERT-In,Investigating
CR00281,28-05-2025,Himachal Pradesh,Dharamshala,Ransomware,High,Personal,4394099,5278,CERT-In,Open
CR00282,15-11-2025,Delhi,New Delhi,Ransomware,Medium,Healthcare,3766184,6489,News,Open
CR00283,09-12-2024,Punjab,Ludhiana,Malware,High,Government,887985,4133,User Report,Investigating
CR00284,02-09-2024,Mizoram,Aizawl,Phishing,High,E-commerce,2217214,33108,CERT-In,Resolved
CR00285,21-12-2025,Uttar Pradesh,Kanpur,Phishing,Low,Personal,4529706,1380,Organization,Resolved
CR00286,07-08-2025,Manipur,Imphal,DDoS,High,Government,3005281,20794,User Report,Investigating
CR00287,31-03-2026,Jammu and Kashmir,Jammu,Online Fraud,High,Healthcare,4349037,4090,News,Investigating
CR00288,04-08-2024,Maharashtra,Nashik,Online Fraud,Low,Corporate,3368097,210,Organization,Open
CR00289,24-01-2025,Jharkhand,Jamshedpur,Data Breach,Medium,IT,4552070,10373,News,Resolved
CR00290,19-02-2024,Assam,Guwahati,Ransomware,Critical,Personal,1206965,15062,User Report,Resolved
CR00291,27-01-2024,Tripura,Agartala,Data Breach,Critical,Banking,4861820,9345,News,Resolved
CR00292,15-06-2025,West Bengal,Siliguri,Online Fraud,High,E-commerce,3366283,6704,Organization,Investigating
CR00293,28-12-2025,Meghalaya,Shillong,Ransomware,Critical,Education,364637,10209,User Report,Resolved
CR00294,09-03-2025,Odisha,Bhubaneswar,Malware,Low,Personal,960971,11622,CERT-In,Investigating
CR00295,04-10-2025,Nagaland,Kohima,Online Fraud,Critical,Education,2801537,25795,Organization,Open
CR00296,15-10-2025,Assam,Silchar,Malware,Low,Education,884662,7320,CERT-In,Resolved
CR00297,25-12-2025,West Bengal,Durgapur,Data Breach,Critical,E-commerce,4051634,27984,User Report,Open
CR00298,22-02-2024,Arunachal Pradesh,Naharlagun,Data Breach,Medium,Education,954402,39038,CERT-In,Resolved
CR00299,07-09-2025,Goa,Margao,Malware,Critical,Corporate,2418208,12537,News,Open
CR00300,19-04-2025,Telangana,Warangal,DDoS,High,Healthcare,2989259,7019,News,Open
CR00301,07-05-2025,Sikkim,Gangtok,DDoS,High,IT,4895437,21143,Organization,Investigating
CR00302,11-02-2024,Chandigarh,Chandigarh,Online Fraud,Critical,E-commerce,338227,9085,User Report,Investigating
CR00303,11-12-2024,Andaman and Nicobar Islands,Port Blair,Identity Theft,Medium,Education,324745,15316,News,Investigating
CR00304,17-09-2025,Puducherry,Puducherry,Phishing,Low,Personal,3807359,30156,CERT-In,Resolved
CR00305,22-05-2024,Bihar,Muzaffarpur,Data Breach,High,E-commerce,919439,2960,News,Open
CR00306,19-08-2025,Punjab,Amritsar,Online Fraud,Medium,IT,3955725,43649,User Report,Resolved
CR00307,23-11-2024,Bihar,Patna,Data Breach,Low,Personal,4527982,34435,News,Resolved
CR00308,10-12-2025,Sikkim,Gangtok,Data Breach,Low,IT,2696520,13359,News,Investigating
CR00309,11-11-2025,Ladakh,Leh,Ransomware,Medium,Personal,3892643,3907,User Report,Open
CR00310,29-10-2025,Delhi,New Delhi,Phishing,High,Personal,4241079,30751,CERT-In,Resolved
CR00311,11-12-2025,Mizoram,Aizawl,Identity Theft,Low,Government,4131938,6244,CERT-In,Investigating
CR00312,29-03-2025,Odisha,Cuttack,Identity Theft,Medium,Banking,174233,22367,News,Resolved
CR00313,13-07-2024,Telangana,Warangal,Ransomware,High,E-commerce,1330238,9689,CERT-In,Investigating
CR00314,10-08-2025,Karnataka,Mysuru,Malware,Critical,Corporate,4665614,1750,Organization,Open
CR00315,20-01-2024,Jharkhand,Jamshedpur,Online Fraud,Low,Banking,618194,31044,User Report,Open
CR00316,27-04-2024,Haryana,Panipat,Phishing,Critical,Corporate,4669163,22432,News,Resolved
CR00317,30-05-2025,Chhattisgarh,Bilaspur,Phishing,Low,IT,362048,30726,User Report,Resolved
CR00318,30-03-2025,Manipur,Imphal,Phishing,Medium,IT,1919933,35127,User Report,Resolved
CR00319,18-04-2025,Manipur,Imphal,Ransomware,High,E-commerce,1640671,32790,CERT-In,Resolved
CR00320,04-12-2024,Puducherry,Puducherry,Phishing,Critical,Banking,1699998,46528,User Report,Investigating
CR00321,06-07-2025,Jammu and Kashmir,Jammu,Malware,Low,Corporate,4748931,11821,News,Open
CR00322,11-12-2025,Uttar Pradesh,Kanpur,Phishing,Low,Personal,2113923,27476,CERT-In,Investigating
CR00323,29-04-2025,Telangana,Hyderabad,Identity Theft,Low,Personal,4032008,23597,Organization,Investigating
CR00324,23-07-2025,Jammu and Kashmir,Jammu,Online Fraud,Critical,Education,322663,14194,CERT-In,Open
CR00325,26-12-2025,West Bengal,Siliguri,Phishing,High,E-commerce,3433485,14418,News,Resolved
CR00326,09-04-2026,Goa,Margao,Phishing,High,E-commerce,29295,25463,Organization,Resolved
CR00327,09-05-2024,Dadra and Nagar Haveli and Daman and Diu,Daman,Phishing,Critical,Banking,744946,12020,News,Resolved
CR00328,23-07-2025,West Bengal,Durgapur,Phishing,High,IT,344860,12166,News,Resolved
CR00329,10-05-2025,West Bengal,Siliguri,Data Breach,High,Healthcare,1144550,38968,News,Resolved
CR00330,24-04-2026,Maharashtra,Mumbai,Ransomware,High,E-commerce,4349836,14875,CERT-In,Open
CR00331,24-04-2025,Uttar Pradesh,Lucknow,Phishing,Critical,Healthcare,4247991,28288,CERT-In,Open
CR00332,05-11-2024,Jharkhand,Jamshedpur,Online Fraud,Medium,IT,3720854,49000,User Report,Resolved
CR00333,26-07-2026,Arunachal Pradesh,Naharlagun,Data Breach,Medium,Banking,1402883,33921,Organization,Open
CR00334,12-08-2025,Madhya Pradesh,Indore,Data Breach,Critical,Education,1552656,46883,Organization,Investigating
CR00335,31-10-2024,Andaman and Nicobar Islands,Port Blair,Online Fraud,High,Personal,3399910,9821,CERT-In,Resolved
CR00336,29-01-2025,Tamil Nadu,Coimbatore,Data Breach,Low,Banking,4700958,14980,Organization,Investigating
CR00337,22-04-2025,Goa,Margao,Identity Theft,High,E-commerce,3645745,580,CERT-In,Resolved
CR00338,14-11-2025,Bihar,Gaya,Malware,High,IT,4794628,37753,User Report,Resolved
CR00339,14-07-2026,Bihar,Muzaffarpur,Phishing,High,Banking,2289575,42169,Organization,Open
CR00340,21-01-2026,Uttarakhand,Haridwar,DDoS,Medium,Education,2842030,30339,User Report,Open
CR00341,17-08-2024,Himachal Pradesh,Shimla,DDoS,Low,IT,110724,47036,News,Open
CR00342,11-06-2026,West Bengal,Siliguri,DDoS,Low,Personal,3348814,40117,CERT-In,Resolved
CR00343,01-02-2026,Maharashtra,Pune,Phishing,High,Personal,3467806,34002,News,Resolved
CR00344,02-01-2024,Arunachal Pradesh,Naharlagun,Identity Theft,Critical,Personal,4446659,30933,User Report,Investigating
CR00345,18-05-2024,Nagaland,Dimapur,Online Fraud,High,Personal,1967282,8993,User Report,Open
CR00346,26-06-2025,Sikkim,Gangtok,Data Breach,Medium,Healthcare,196898,21743,Organization,Investigating
CR00347,25-03-2026,Andaman and Nicobar Islands,Port Blair,Data Breach,Critical,E-commerce,1165317,254,News,Resolved
CR00348,11-11-2024,Kerala,Thiruvananthapuram,Identity Theft,Medium,IT,516713,39776,User Report,Open
CR00349,05-12-2025,Tripura,Agartala,Phishing,High,IT,1660119,45003,News,Resolved
CR00350,14-05-2026,Nagaland,Kohima,Ransomware,Low,Government,861647,26812,User Report,Open
CR00351,14-05-2025,Lakshadweep,Kavaratti,Malware,Medium,Personal,2087355,6157,Organization,Open
CR00352,17-02-2024,West Bengal,Kolkata,Identity Theft,Critical,IT,586511,48891,Organization,Resolved
CR00353,12-04-2026,Nagaland,Kohima,Online Fraud,Low,Banking,648390,27071,Organization,Resolved
CR00354,06-02-2025,Kerala,Kozhikode,Phishing,Low,Healthcare,1444152,35572,Organization,Investigating
CR00355,09-04-2025,Andhra Pradesh,Guntur,Ransomware,Medium,IT,131950,22536,CERT-In,Investigating
CR00356,03-04-2026,Arunachal Pradesh,Itanagar,Identity Theft,Low,IT,2156714,11391,News,Open
CR00357,03-09-2024,Punjab,Chandigarh,Data Breach,Critical,Education,424841,31528,User Report,Investigating
CR00358,23-02-2024,Punjab,Chandigarh,DDoS,Low,Personal,4099060,25575,CERT-In,Resolved
CR00359,27-12-2024,Assam,Silchar,Phishing,Medium,IT,2690064,3178,Organization,Open
CR00360,18-09-2024,Bihar,Patna,DDoS,Medium,Banking,142064,251,CERT-In,Resolved
CR00361,25-04-2026,Jammu and Kashmir,Srinagar,DDoS,Medium,Personal,2674624,16165,Organization,Investigating
CR00362,07-03-2025,Maharashtra,Nashik,DDoS,Critical,Personal,2374509,2570,Organization,Open
CR00363,13-06-2026,Madhya Pradesh,Bhopal,Ransomware,Low,E-commerce,3577477,49191,News,Open
CR00364,24-05-2024,Arunachal Pradesh,Naharlagun,Phishing,Critical,Education,4198374,623,CERT-In,Open
CR00365,07-05-2025,Assam,Dibrugarh,DDoS,High,E-commerce,2146007,1201,News,Resolved
CR00366,11-07-2026,Chhattisgarh,Raipur,Phishing,Critical,Corporate,4320356,41573,CERT-In,Investigating
CR00367,25-12-2025,Telangana,Warangal,Online Fraud,Critical,Banking,3650192,15898,Organization,Investigating
CR00368,21-01-2026,Nagaland,Dimapur,Online Fraud,Low,E-commerce,2998690,9543,CERT-In,Open
CR00369,01-03-2025,Nagaland,Kohima,Phishing,Medium,Healthcare,92644,6369,Organization,Investigating
CR00370,14-06-2024,Arunachal Pradesh,Itanagar,Ransomware,High,Healthcare,871854,37148,User Report,Resolved
CR00371,22-12-2025,Himachal Pradesh,Dharamshala,Phishing,High,IT,3933203,37944,CERT-In,Resolved
CR00372,31-08-2024,Uttar Pradesh,Noida,Online Fraud,High,Banking,2260874,37965,CERT-In,Investigating
CR00373,11-10-2025,Chhattisgarh,Bilaspur,Malware,Medium,IT,2344932,20377,News,Open
CR00374,23-04-2026,Tripura,Agartala,Data Breach,Medium,Education,1584450,12657,Organization,Open
CR00375,14-01-2024,Rajasthan,Udaipur,Ransomware,Critical,Banking,2147893,12032,News,Open
CR00376,19-08-2024,Mizoram,Aizawl,Phishing,High,Government,1507520,35868,News,Investigating
CR00377,13-09-2024,Karnataka,Mysuru,Identity Theft,Critical,E-commerce,1447025,4397,Organization,Open
CR00378,20-03-2026,Mizoram,Aizawl,Data Breach,Critical,E-commerce,2048149,31274,News,Open
CR00379,28-07-2024,Andhra Pradesh,Visakhapatnam,Online Fraud,Medium,Personal,3682822,18323,News,Resolved
CR00380,01-01-2026,Rajasthan,Jodhpur,Data Breach,Critical,Education,2496936,13668,Organization,Resolved
CR00381,29-08-2024,Rajasthan,Udaipur,Online Fraud,Low,Government,4893901,4785,CERT-In,Open
CR00382,30-11-2025,Chhattisgarh,Bilaspur,Data Breach,High,Education,3523692,41445,Organization,Open
CR00383,03-05-2026,Lakshadweep,Kavaratti,Online Fraud,Low,Personal,2289846,47581,Organization,Resolved
CR00384,11-11-2025,Kerala,Kozhikode,Identity Theft,Low,IT,4357767,14908,Organization,Open
CR00385,29-02-2024,Assam,Silchar,Identity Theft,Low,Government,1522262,44922,Organization,Investigating
CR00386,15-05-2024,Arunachal Pradesh,Itanagar,Data Breach,High,Government,2442218,48774,User Report,Investigating
CR00387,28-08-2025,Himachal Pradesh,Dharamshala,Identity Theft,Low,Healthcare,2200369,2879,Organization,Resolved
CR00388,17-07-2026,Himachal Pradesh,Shimla,Data Breach,High,Personal,4994265,33867,News,Resolved
CR00389,03-03-2025,Haryana,Gurugram,Data Breach,Critical,Education,4599622,35086,User Report,Open
CR00390,05-08-2024,Mizoram,Aizawl,Malware,Low,Banking,3570252,36056,User Report,Investigating
CR00391,28-01-2025,Mizoram,Aizawl,Malware,Critical,Corporate,3658320,10781,CERT-In,Open
CR00392,19-07-2025,Goa,Margao,Malware,Medium,Healthcare,4290182,30857,Organization,Investigating
CR00393,27-12-2024,Andhra Pradesh,Vijayawada,Identity Theft,Medium,Banking,4093070,23692,User Report,Investigating
CR00394,02-01-2024,Chandigarh,Chandigarh,Data Breach,Low,Personal,4463535,20653,CERT-In,Open
CR00395,31-08-2024,Punjab,Chandigarh,Phishing,Critical,E-commerce,3374728,47638,Organization,Resolved
CR00396,28-08-2024,Mizoram,Aizawl,Online Fraud,Critical,Education,2828477,37672,News,Resolved
CR00397,16-09-2024,Lakshadweep,Kavaratti,Identity Theft,High,Banking,4547776,14731,Organization,Investigating
CR00398,28-03-2026,Bihar,Patna,Online Fraud,Low,E-commerce,1480336,16592,News,Resolved
CR00399,22-11-2025,Kerala,Kochi,DDoS,Critical,Education,3724151,31984,CERT-In,Resolved
CR00400,23-02-2024,Bihar,Patna,DDoS,Critical,E-commerce,146482,21723,User Report,Investigating
CR00401,24-06-2025,Puducherry,Puducherry,Ransomware,High,Education,4804957,7225,User Report,Investigating
CR00402,30-03-2026,Arunachal Pradesh,Naharlagun,DDoS,Medium,IT,4302037,3379,CERT-In,Investigating
CR00403,04-09-2024,Punjab,Amritsar,Data Breach,Medium,E-commerce,969814,17956,CERT-In,Open
CR00404,26-07-2024,Tamil Nadu,Chennai,Data Breach,Low,IT,709895,11323,News,Open
CR00405,14-06-2024,Delhi,New Delhi,Ransomware,Medium,Healthcare,1178317,2544,CERT-In,Open
CR00406,12-06-2025,Puducherry,Puducherry,Ransomware,Critical,Corporate,2326574,10569,Organization,Open
CR00407,16-01-2026,Karnataka,Mangaluru,Phishing,Critical,Education,286962,47238,User Report,Investigating
CR00408,12-02-2024,Chhattisgarh,Raipur,Online Fraud,High,Banking,1418466,2378,CERT-In,Open
CR00409,01-12-2025,Uttar Pradesh,Varanasi,DDoS,Low,IT,443116,48168,User Report,Investigating
CR00410,11-03-2026,Himachal Pradesh,Shimla,Online Fraud,Medium,E-commerce,3490831,15046,User Report,Investigating
CR00411,17-06-2026,Chandigarh,Chandigarh,Identity Theft,Low,Personal,1950405,11187,CERT-In,Investigating
CR00412,17-08-2024,Himachal Pradesh,Shimla,DDoS,Critical,E-commerce,2321797,19639,Organization,Open
CR00413,06-11-2024,Andhra Pradesh,Visakhapatnam,Data Breach,Medium,Personal,844979,9964,Organization,Open
CR00414,12-01-2024,Rajasthan,Jodhpur,DDoS,Critical,Government,287578,24595,Organization,Open
CR00415,06-05-2026,Delhi,New Delhi,Phishing,High,Corporate,104490,24825,Organization,Resolved
CR00416,12-02-2026,Dadra and Nagar Haveli and Daman and Diu,Silvassa,DDoS,Critical,IT,4420146,23516,Organization,Investigating
CR00417,26-07-2025,Karnataka,Mangaluru,Malware,Low,IT,740580,6685,Organization,Investigating
CR00418,28-04-2025,Tripura,Agartala,Ransomware,High,Personal,4272065,7125,User Report,Investigating
CR00419,12-12-2024,Uttarakhand,Haridwar,Malware,Critical,IT,1968234,18005,News,Resolved
CR00420,04-12-2025,Dadra and Nagar Haveli and Daman and Diu,Daman,Phishing,Low,Banking,114880,11469,CERT-In,Resolved
CR00421,24-01-2024,Chhattisgarh,Raipur,Ransomware,High,Government,2938736,15406,CERT-In,Open
CR00422,17-04-2025,Maharashtra,Pune,Malware,Low,Government,3164589,319,CERT-In,Investigating
CR00423,15-02-2026,Assam,Dibrugarh,Identity Theft,High,IT,2690730,49425,News,Open
CR00424,20-01-2024,Delhi,New Delhi,Ransomware,High,IT,2235980,42592,Organization,Investigating
CR00425,20-01-2025,Karnataka,Mysuru,Identity Theft,Low,Corporate,3163466,47042,Organization,Open
CR00426,31-03-2026,Andhra Pradesh,Guntur,Data Breach,Low,Healthcare,3116312,4507,CERT-In,Resolved
CR00427,01-01-2024,Arunachal Pradesh,Naharlagun,Online Fraud,Medium,Banking,2470972,23089,User Report,Open
CR00428,20-11-2024,Punjab,Chandigarh,Ransomware,Medium,IT,2462147,35218,Organization,Open
CR00429,19-06-2024,Nagaland,Dimapur,Identity Theft,High,Government,47157,4766,Organization,Investigating
CR00430,28-07-2026,Kerala,Thiruvananthapuram,Ransomware,Medium,Education,4465997,36606,User Report,Investigating
CR00431,06-03-2026,Himachal Pradesh,Shimla,Online Fraud,Critical,Healthcare,274377,15028,Organization,Resolved
CR00432,07-03-2025,Madhya Pradesh,Indore,DDoS,Medium,Personal,2586688,37721,News,Open
CR00433,08-03-2025,Assam,Dibrugarh,Identity Theft,Low,E-commerce,1175630,21795,CERT-In,Investigating
CR00434,12-06-2026,Arunachal Pradesh,Itanagar,Malware,Critical,Corporate,476249,36191,CERT-In,Resolved
CR00435,10-03-2024,Andhra Pradesh,Vijayawada,Malware,Medium,Corporate,661636,44417,News,Investigating
CR00436,26-09-2025,Chhattisgarh,Raipur,DDoS,Low,Healthcare,2118153,34800,News,Open
CR00437,07-06-2026,Telangana,Hyderabad,Phishing,Critical,E-commerce,2934562,190,CERT-In,Open
CR00438,08-04-2026,Andaman and Nicobar Islands,Port Blair,Data Breach,High,Government,3520745,6333,Organization,Resolved
CR00439,07-06-2025,Andhra Pradesh,Vijayawada,Phishing,Low,IT,3684708,28821,News,Open
CR00440,07-03-2025,Chhattisgarh,Raipur,Phishing,High,Corporate,3920896,9088,News,Resolved
CR00441,15-06-2024,Jharkhand,Ranchi,Malware,High,Corporate,3999985,43314,Organization,Open
CR00442,12-12-2024,Karnataka,Mangaluru,Malware,Critical,Government,719153,2985,User Report,Investigating
CR00443,05-06-2024,Meghalaya,Shillong,Identity Theft,Medium,Education,4192647,17224,Organization,Open
CR00444,20-04-2025,Telangana,Warangal,Phishing,Medium,Corporate,2530631,36817,CERT-In,Investigating
CR00445,26-10-2025,Manipur,Imphal,Ransomware,Medium,IT,211439,45838,User Report,Open
CR00446,05-02-2025,Bihar,Patna,Malware,Critical,Education,4943756,15191,User Report,Investigating
CR00447,07-10-2025,Punjab,Amritsar,DDoS,Low,Healthcare,2296252,32464,CERT-In,Resolved
CR00448,26-06-2025,Jharkhand,Jamshedpur,Identity Theft,Low,Personal,753618,35337,CERT-In,Resolved
CR00449,12-11-2025,Madhya Pradesh,Indore,Ransomware,Medium,E-commerce,3558795,11735,Organization,Investigating
CR00450,27-07-2024,Dadra and Nagar Haveli and Daman and Diu,Silvassa,DDoS,Critical,IT,3199558,14007,CERT-In,Investigating
CR00451,11-12-2024,Rajasthan,Udaipur,Phishing,Low,Education,1584096,37101,CERT-In,Resolved
CR00452,14-08-2024,Uttarakhand,Dehradun,Ransomware,Medium,Personal,1939397,21265,News,Resolved
CR00453,28-01-2026,Andhra Pradesh,Visakhapatnam,Online Fraud,Critical,IT,1962620,23507,CERT-In,Open
CR00454,21-01-2025,Andaman and Nicobar Islands,Port Blair,DDoS,Medium,Government,1954259,30211,News,Resolved
CR00455,10-04-2026,Kerala,Kozhikode,Phishing,High,Government,4130844,7616,Organization,Resolved
CR00456,24-02-2024,Telangana,Warangal,Data Breach,Low,E-commerce,4101714,18430,News,Open
CR00457,26-02-2026,Rajasthan,Jaipur,Identity Theft,Low,IT,4805034,41664,User Report,Open
CR00458,27-04-2026,Manipur,Imphal,Phishing,Medium,Personal,1125048,28930,User Report,Resolved
CR00459,30-09-2025,Lakshadweep,Kavaratti,Online Fraud,Critical,Government,3050611,5920,User Report,Investigating
CR00460,12-09-2025,Jharkhand,Ranchi,Malware,Medium,Healthcare,2688081,26796,Organization,Investigating
CR00461,24-04-2024,Assam,Guwahati,Phishing,High,E-commerce,1684992,15996,CERT-In,Open
CR00462,06-06-2025,Kerala,Kozhikode,Online Fraud,Low,IT,3714043,25644,News,Resolved
